국가,시작IP,끝IP,PREFIX,할당일자
KR,202.30.35.0,202.30.35.255,/24,1996.02.29
KR,202.30.36.0,202.30.37.255,/23,1996.02.29
KR,202.30.38.0,202.30.38.255,/24,1996.02.29
KR,202.30.39.0,202.30.39.255,/24,1996.02.29
KR,202.30.40.0,202.30.43.255,/22,1996.02.29
KR,202.30.44.0,202.30.44.255,/24,1996.02.29
KR,202.30.45.0,202.30.45.255,/24,1996.02.29
KR,202.30.46.0,202.30.47.255,/23,1996.02.29
KR,202.30.48.0,202.30.48.255,/24,1996.02.29
KR,202.30.49.0,202.30.49.255,/24,1996.02.29
KR,202.30.50.0,202.30.51.255,/23,1996.02.29
KR,202.30.52.0,202.30.53.255,/23,1996.02.29
KR,202.30.54.0,202.30.54.255,/24,1996.02.29
KR,202.30.55.0,202.30.55.255,/24,1996.02.29
KR,202.30.56.0,202.30.57.255,/23,1996.02.29
KR,202.30.58.0,202.30.58.255,/24,1996.02.29
KR,202.30.59.0,202.30.59.255,/24,1996.02.29
KR,202.30.60.0,202.30.63.255,/22,1996.02.29
KR,202.30.64.0,202.30.95.255,/19,1996.02.29
KR,202.30.96.0,202.30.111.255,/20,1996.02.29
KR,202.31.0.0,202.31.127.255,/17,1996.02.29
KR,202.31.128.0,202.31.143.255,/20,1996.02.29
KR,202.31.144.0,202.31.151.255,/21,1996.02.29
KR,202.31.152.0,202.31.152.255,/24,1996.02.29
KR,202.31.153.0,202.31.153.255,/24,1996.02.29
KR,202.31.154.0,202.31.154.255,/24,1996.02.29
KR,202.31.155.0,202.31.155.255,/24,1996.02.29
KR,202.31.156.0,202.31.159.255,/22,1996.02.29
KR,202.31.160.0,202.31.175.255,/20,1996.02.29
KR,202.31.176.0,202.31.179.255,/22,1996.02.29
KR,202.31.180.0,202.31.180.255,/24,1996.02.29
KR,202.31.181.0,202.31.181.255,/24,1996.02.29
KR,202.31.182.0,202.31.182.255,/24,1996.02.29
KR,202.31.183.0,202.31.183.255,/24,1996.02.29
KR,202.31.184.0,202.31.187.255,/22,1996.02.29
KR,103.138.228.0,103.138.229.255,/23,2019.05.08
KR,202.31.188.0,202.31.191.255,/22,1996.02.29
KR,202.31.192.0,202.31.207.255,/20,1996.02.29
KR,202.31.208.0,202.31.211.255,/22,1996.02.29
KR,202.31.212.0,202.31.215.255,/22,1996.02.29
KR,202.31.216.0,202.31.219.255,/22,1996.02.29
KR,202.31.220.0,202.31.223.255,/22,1996.02.29
KR,202.31.224.0,202.31.255.255,/19,1996.02.29
KR,203.226.0.0,203.226.63.255,/18,1996.04.23
KR,203.226.128.0,203.226.191.255,/18,1996.04.23
KR,203.226.192.0,203.226.223.255,/19,1996.04.23
KR,203.226.224.0,203.226.239.255,/20,1996.04.23
KR,203.226.240.0,203.226.247.255,/21,1996.04.23
KR,203.226.248.0,203.226.251.255,/22,1996.04.23
KR,203.226.252.0,203.226.252.255,/24,1996.04.23
KR,203.226.253.0,203.226.253.255,/24,1996.04.23
KR,203.226.254.0,203.226.255.255,/23,1996.04.23
KR,203.226.64.0,203.226.127.255,/18,1996.04.23
KR,203.227.0.0,203.227.255.255,/16,1996.04.23
KR,203.228.0.0,203.228.127.255,/17,1996.04.23
KR,203.228.128.0,203.228.255.255,/17,1996.04.23
KR,203.229.0.0,203.229.127.255,/17,1996.04.23
KR,203.229.128.0,203.229.255.255,/17,1996.04.23
KR,203.230.0.0,203.230.63.255,/18,1996.04.23
KR,203.230.112.0,203.230.115.255,/22,1996.04.23
KR,203.230.116.0,203.230.119.255,/22,1996.04.23
KR,203.230.120.0,203.230.127.255,/21,1996.04.23
KR,203.230.128.0,203.230.159.255,/19,1996.04.23
KR,203.230.160.0,203.230.191.255,/19,1996.04.23
KR,203.230.192.0,203.230.255.255,/18,1996.04.23
KR,203.230.64.0,203.230.79.255,/20,1996.04.23
KR,203.230.80.0,203.230.95.255,/20,1996.04.23
KR,203.230.96.0,203.230.111.255,/20,1996.04.23
KR,203.231.0.0,203.231.255.255,/16,1996.04.23
KR,203.232.0.0,203.232.127.255,/17,1996.02.16
KR,203.232.128.0,203.232.255.255,/17,1996.02.16
KR,203.233.128.0,203.233.128.255,/24,1996.02.16
KR,203.233.129.0,203.233.129.255,/24,1996.02.16
KR,203.233.130.0,203.233.131.255,/23,1996.02.16
KR,203.233.132.0,203.233.135.255,/22,1996.02.16
KR,203.233.136.0,203.233.143.255,/21,1996.02.16
KR,203.233.144.0,203.233.151.255,/21,1996.02.16
KR,203.233.152.0,203.233.153.255,/23,1996.02.16
KR,203.233.154.0,203.233.155.255,/23,1996.02.16
KR,203.233.156.0,203.233.156.255,/24,1996.02.16
KR,203.233.157.0,203.233.157.255,/24,1996.02.16
KR,203.233.158.0,203.233.159.255,/23,1996.02.16
KR,203.233.160.0,203.233.163.255,/22,1996.02.16
KR,203.233.164.0,203.233.164.255,/24,1996.02.16
KR,203.233.165.0,203.233.165.255,/24,1996.02.16
KR,203.233.166.0,203.233.167.255,/23,1996.02.16
KR,203.233.168.0,203.233.175.255,/21,1996.02.16
KR,203.233.176.0,203.233.191.255,/20,1996.02.16
KR,203.233.192.0,203.233.223.255,/19,1996.02.16
KR,203.233.224.0,203.233.239.255,/20,1996.02.16
KR,203.233.240.0,203.233.255.255,/20,1996.02.16
KR,203.234.0.0,203.234.63.255,/18,1995.12.14
KR,203.234.112.0,203.234.127.255,/20,1995.12.14
KR,203.234.128.0,203.234.255.255,/17,1995.12.14
KR,203.234.64.0,203.234.95.255,/19,1995.12.14
KR,203.234.96.0,203.234.111.255,/20,1995.12.14
KR,203.235.0.0,203.235.127.255,/17,1995.12.14
KR,203.235.128.0,203.235.191.255,/18,1995.12.14
KR,203.235.192.0,203.235.199.255,/21,1995.12.14
KR,203.235.200.0,203.235.201.255,/23,1995.12.14
KR,203.235.202.0,203.235.203.255,/23,1995.12.14
KR,203.235.204.0,203.235.207.255,/22,1995.12.14
KR,203.235.208.0,203.235.223.255,/20,1995.12.14
KR,203.235.224.0,203.235.255.255,/19,1995.12.14
KR,203.236.0.0,203.236.31.255,/19,1996.09.29
KR,203.236.128.0,203.236.191.255,/18,1996.09.29
KR,203.236.192.0,203.236.255.255,/18,1996.09.29
KR,203.236.32.0,203.236.39.255,/21,1996.09.29
KR,203.236.40.0,203.236.43.255,/22,1996.09.29
KR,203.236.44.0,203.236.47.255,/22,1996.09.29
KR,203.236.48.0,203.236.63.255,/20,1996.09.29
KR,203.236.64.0,203.236.127.255,/18,1996.09.29
KR,203.237.0.0,203.237.63.255,/18,1996.09.29
KR,203.237.128.0,203.237.255.255,/17,1996.09.29
KR,203.237.64.0,203.237.95.255,/19,1996.09.29
KR,203.237.96.0,203.237.127.255,/19,1996.09.29
KR,203.238.0.0,203.238.127.255,/17,1996.09.29
KR,203.238.128.0,203.238.159.255,/19,1996.09.29
KR,203.238.160.0,203.238.175.255,/20,1996.09.29
KR,203.238.176.0,203.238.191.255,/20,1996.09.29
KR,203.238.192.0,203.238.223.255,/19,1996.09.29
KR,203.238.224.0,203.238.255.255,/19,1996.09.29
KR,203.239.0.0,203.239.127.255,/17,1996.09.29
KR,203.239.128.0,203.239.191.255,/18,1996.09.29
KR,203.239.192.0,203.239.223.255,/19,1996.09.29
KR,203.239.224.0,203.239.255.255,/19,1996.09.29
KR,203.240.0.0,203.240.63.255,/18,1996.09.29
KR,203.240.100.0,203.240.103.255,/22,1996.09.29
KR,203.240.104.0,203.240.111.255,/21,1996.09.29
KR,203.240.112.0,203.240.127.255,/20,1996.09.29
KR,203.240.128.0,203.240.159.255,/19,1996.09.29
KR,203.240.160.0,203.240.175.255,/20,1996.09.29
KR,203.240.176.0,203.240.183.255,/21,1996.09.29
KR,203.240.184.0,203.240.187.255,/22,1996.09.29
KR,203.240.188.0,203.240.189.255,/23,1996.09.29
KR,203.240.190.0,203.240.190.255,/24,1996.09.29
KR,203.240.191.0,203.240.191.255,/24,1996.09.29
KR,203.240.192.0,203.240.255.255,/18,1996.09.29
KR,203.240.64.0,203.240.95.255,/19,1996.09.29
KR,203.240.96.0,203.240.97.255,/23,1996.09.29
KR,203.240.98.0,203.240.99.255,/23,1996.09.29
KR,203.241.0.0,203.241.31.255,/19,1996.09.29
KR,203.241.112.0,203.241.115.255,/22,1996.09.29
KR,203.241.116.0,203.241.119.255,/22,1996.09.29
KR,203.241.120.0,203.241.123.255,/22,1996.09.29
KR,203.241.124.0,203.241.127.255,/22,1996.09.29
KR,203.241.128.0,203.241.131.255,/22,1996.09.29
KR,203.241.132.0,203.241.135.255,/22,1996.09.29
KR,203.241.136.0,203.241.143.255,/21,1996.09.29
KR,203.241.144.0,203.241.159.255,/20,1996.09.29
KR,203.241.160.0,203.241.163.255,/22,1996.09.29
KR,203.241.164.0,203.241.165.255,/23,1996.09.29
KR,203.241.166.0,203.241.166.255,/24,1996.09.29
KR,203.241.167.0,203.241.167.255,/24,1996.09.29
KR,203.241.168.0,203.241.171.255,/22,1996.09.29
KR,203.241.172.0,203.241.173.255,/23,1996.09.29
KR,203.241.174.0,203.241.174.255,/24,1996.09.29
KR,203.241.175.0,203.241.175.255,/24,1996.09.29
KR,203.241.176.0,203.241.191.255,/20,1996.09.29
KR,203.241.192.0,203.241.207.255,/20,1996.09.29
KR,203.241.208.0,203.241.211.255,/22,1996.09.29
KR,203.241.212.0,203.241.213.255,/23,1996.09.29
KR,203.241.214.0,203.241.215.255,/23,1996.09.29
KR,203.241.216.0,203.241.219.255,/22,1996.09.29
KR,203.241.220.0,203.241.223.255,/22,1996.09.29
KR,203.241.224.0,203.241.255.255,/19,1996.09.29
KR,203.241.32.0,203.241.47.255,/20,1996.09.29
KR,203.241.48.0,203.241.51.255,/22,1996.09.29
KR,203.241.52.0,203.241.55.255,/22,1996.09.29
KR,203.241.56.0,203.241.63.255,/21,1996.09.29
KR,203.241.64.0,203.241.79.255,/20,1996.09.29
KR,203.241.80.0,203.241.83.255,/22,1996.09.29
KR,203.241.84.0,203.241.87.255,/22,1996.09.29
KR,203.241.88.0,203.241.95.255,/21,1996.09.29
KR,203.241.96.0,203.241.111.255,/20,1996.09.29
KR,203.242.0.0,203.242.31.255,/19,1996.09.29
KR,203.242.112.0,203.242.119.255,/21,1996.09.29
KR,203.242.120.0,203.242.127.255,/21,1996.09.29
KR,203.242.128.0,203.242.255.255,/17,1996.09.29
KR,203.242.32.0,203.242.47.255,/20,1996.09.29
KR,203.242.48.0,203.242.55.255,/21,1996.09.29
KR,203.242.56.0,203.242.59.255,/22,1996.09.29
KR,203.242.60.0,203.242.61.255,/23,1996.09.29
KR,203.242.62.0,203.242.62.255,/24,1996.09.29
KR,203.242.63.0,203.242.63.255,/24,1996.09.29
KR,203.242.64.0,203.242.95.255,/19,1996.09.29
KR,203.242.96.0,203.242.111.255,/20,1996.09.29
KR,203.243.0.0,203.243.63.255,/18,1996.09.29
KR,203.243.128.0,203.243.255.255,/17,1996.09.29
KR,203.243.64.0,203.243.127.255,/18,1996.09.29
KR,203.244.0.0,203.244.31.255,/19,1996.09.29
KR,203.244.128.0,203.244.191.255,/18,1996.09.29
KR,203.244.192.0,203.244.223.255,/19,1996.09.29
KR,203.244.224.0,203.244.239.255,/20,1996.09.29
KR,203.244.240.0,203.244.255.255,/20,1996.09.29
KR,203.244.32.0,203.244.63.255,/19,1996.09.29
KR,203.244.64.0,203.244.95.255,/19,1996.09.29
KR,203.244.96.0,203.244.127.255,/19,1996.09.29
KR,203.245.0.0,203.245.63.255,/18,1996.09.29
KR,203.245.128.0,203.245.255.255,/17,1996.09.29
KR,203.245.64.0,203.245.127.255,/18,1996.09.29
KR,203.246.0.0,203.246.127.255,/17,1996.09.29
KR,203.246.128.0,203.246.159.255,/19,1996.09.29
KR,203.246.160.0,203.246.175.255,/20,1996.09.29
KR,203.246.176.0,203.246.183.255,/21,1996.09.29
KR,203.246.184.0,203.246.187.255,/22,1996.09.29
KR,203.246.188.0,203.246.189.255,/23,1996.09.29
KR,203.246.190.0,203.246.191.255,/23,1996.09.29
KR,203.246.192.0,203.246.255.255,/18,1996.09.29
KR,203.247.0.0,203.247.31.255,/19,1996.09.29
KR,203.247.128.0,203.247.159.255,/19,1996.09.29
KR,203.247.160.0,203.247.191.255,/19,1996.09.29
KR,203.247.192.0,203.247.223.255,/19,1996.09.29
KR,203.247.224.0,203.247.255.255,/19,1996.09.29
KR,203.247.32.0,203.247.63.255,/19,1996.09.29
KR,203.247.64.0,203.247.127.255,/18,1996.09.29
KR,203.249.0.0,203.249.63.255,/18,1996.09.29
KR,203.249.128.0,203.249.159.255,/19,1996.09.29
KR,203.249.160.0,203.249.191.255,/19,1996.09.29
KR,203.249.192.0,203.249.223.255,/19,1996.09.29
KR,203.249.224.0,203.249.255.255,/19,1996.09.29
KR,203.249.64.0,203.249.95.255,/19,1996.09.29
KR,203.249.96.0,203.249.127.255,/19,1996.09.29
KR,203.250.0.0,203.250.31.255,/19,1996.09.29
KR,203.250.128.0,203.250.255.255,/17,1996.09.29
KR,203.250.32.0,203.250.63.255,/19,1996.09.29
KR,203.250.64.0,203.250.95.255,/19,1996.09.29
KR,203.250.96.0,203.250.127.255,/19,1996.09.29
KR,203.251.0.0,203.251.127.255,/17,1996.09.29
KR,203.251.128.0,203.251.191.255,/18,1996.09.29
KR,203.251.192.0,203.251.255.255,/18,1996.09.29
KR,203.252.128.0,203.252.191.255,/18,1996.09.29
KR,203.252.16.0,203.252.23.255,/21,1996.09.29
KR,203.252.192.0,203.252.207.255,/20,1996.09.29
KR,203.252.208.0,203.252.223.255,/20,1996.09.29
KR,203.252.224.0,203.252.255.255,/19,1996.09.29
KR,203.252.24.0,203.252.25.255,/23,1996.09.29
KR,203.252.26.0,203.252.26.255,/24,1996.09.29
KR,203.252.27.0,203.252.27.255,/24,1996.09.29
KR,203.252.28.0,203.252.31.255,/22,1996.09.29
KR,203.252.64.0,203.252.95.255,/19,1996.09.29
KR,203.252.96.0,203.252.127.255,/19,1996.09.29
KR,203.253.0.0,203.253.31.255,/19,1996.09.29
KR,203.253.112.0,203.253.127.255,/20,1996.09.29
KR,203.253.128.0,203.253.131.255,/22,1996.09.29
KR,203.253.132.0,203.253.135.255,/22,1996.09.29
KR,203.253.136.0,203.253.143.255,/21,1996.09.29
KR,203.253.144.0,203.253.159.255,/20,1996.09.29
KR,203.253.160.0,203.253.191.255,/19,1996.09.29
KR,203.253.192.0,203.253.223.255,/19,1996.09.29
KR,203.253.224.0,203.253.231.255,/21,1996.09.29
KR,203.253.232.0,203.253.232.255,/24,1996.09.29
KR,203.253.233.0,203.253.233.255,/24,1996.09.29
KR,203.253.234.0,203.253.235.255,/23,1996.09.29
KR,203.253.236.0,203.253.236.255,/24,1996.09.29
KR,203.253.237.0,203.253.237.255,/24,1996.09.29
KR,203.253.238.0,203.253.239.255,/23,1996.09.29
KR,203.253.240.0,203.253.247.255,/21,1996.09.29
KR,203.253.248.0,203.253.255.255,/21,1996.09.29
KR,203.253.32.0,203.253.47.255,/20,1996.09.29
KR,203.253.48.0,203.253.63.255,/20,1996.09.29
KR,203.253.64.0,203.253.95.255,/19,1996.09.29
KR,203.253.96.0,203.253.111.255,/20,1996.09.29
KR,203.254.0.0,203.254.7.255,/21,1996.09.29
KR,203.254.10.0,203.254.11.255,/23,1996.09.29
KR,203.254.12.0,203.254.15.255,/22,1996.09.29
KR,203.254.128.0,203.254.159.255,/19,1996.09.29
KR,203.254.16.0,203.254.31.255,/20,1996.09.29
KR,203.254.160.0,203.254.167.255,/21,1996.09.29
KR,203.254.168.0,203.254.169.255,/23,1996.09.29
KR,203.254.170.0,203.254.170.255,/24,1996.09.29
KR,203.254.171.0,203.254.171.255,/24,1996.09.29
KR,203.254.172.0,203.254.173.255,/23,1996.09.29
KR,203.254.174.0,203.254.174.255,/24,1996.09.29
KR,203.254.175.0,203.254.175.255,/24,1996.09.29
KR,103.106.140.0,103.106.143.255,/22,2017.12.26
KR,203.254.176.0,203.254.191.255,/20,1996.09.29
KR,203.254.192.0,203.254.255.255,/18,1996.09.29
KR,203.254.32.0,203.254.33.255,/23,1996.09.29
KR,203.254.34.0,203.254.35.255,/23,1996.09.29
KR,203.254.36.0,203.254.39.255,/22,1996.09.29
KR,203.254.40.0,203.254.40.255,/24,1996.09.29
KR,203.254.41.0,203.254.41.255,/24,1996.09.29
KR,203.254.42.0,203.254.43.255,/23,1996.09.29
KR,203.254.44.0,203.254.47.255,/22,1996.09.29
KR,203.254.48.0,203.254.49.255,/23,1996.09.29
KR,203.254.50.0,203.254.50.255,/24,1996.09.29
KR,203.254.51.0,203.254.51.255,/24,1996.09.29
KR,203.254.52.0,203.254.55.255,/22,1996.09.29
KR,203.254.56.0,203.254.56.255,/24,1996.09.29
KR,203.254.57.0,203.254.57.255,/24,1996.09.29
KR,203.254.58.0,203.254.59.255,/23,1996.09.29
KR,203.254.60.0,203.254.63.255,/22,1996.09.29
KR,203.254.64.0,203.254.95.255,/19,1996.09.29
KR,203.254.8.0,203.254.8.255,/24,1996.09.29
KR,203.254.9.0,203.254.9.255,/24,1996.09.29
KR,203.254.96.0,203.254.127.255,/19,1996.09.29
KR,203.255.0.0,203.255.63.255,/18,1996.09.29
KR,203.255.112.0,203.255.119.255,/21,1996.09.29
KR,203.255.120.0,203.255.123.255,/22,1996.09.29
KR,203.255.124.0,203.255.127.255,/22,1996.09.29
KR,203.255.128.0,203.255.159.255,/19,1996.09.29
KR,203.255.160.0,203.255.191.255,/19,1996.09.29
KR,203.255.192.0,203.255.207.255,/20,1996.09.29
KR,203.255.208.0,203.255.211.255,/22,1996.09.29
KR,203.255.212.0,203.255.215.255,/22,1996.09.29
KR,203.255.216.0,203.255.219.255,/22,1996.09.29
KR,203.255.220.0,203.255.221.255,/23,1996.09.29
KR,203.255.222.0,203.255.223.255,/23,1996.09.29
KR,203.255.224.0,203.255.231.255,/21,1996.09.29
KR,203.255.232.0,203.255.233.255,/23,1996.09.29
KR,203.255.234.0,203.255.234.255,/24,1996.09.29
KR,203.255.235.0,203.255.235.255,/24,1996.09.29
KR,203.255.236.0,203.255.239.255,/22,1996.09.29
KR,203.255.240.0,203.255.247.255,/21,1996.09.29
KR,203.255.248.0,203.255.255.255,/21,1996.09.29
KR,203.255.64.0,203.255.95.255,/19,1996.09.29
KR,203.255.96.0,203.255.111.255,/20,1996.09.29
KR,210.101.0.0,210.101.63.255,/18,1997.12.06
KR,210.101.192.0,210.101.223.255,/19,1997.12.06
KR,210.101.224.0,210.101.255.255,/19,1997.12.06
KR,210.101.64.0,210.101.127.255,/18,1997.12.06
KR,210.102.64.0,210.102.95.255,/19,1997.12.06
KR,210.102.96.0,210.102.127.255,/19,1997.12.06
KR,210.106.0.0,210.106.63.255,/18,1997.08.29
KR,210.106.64.0,210.106.95.255,/19,1997.08.29
KR,210.106.96.0,210.106.127.255,/19,1997.08.29
KR,210.110.0.0,210.110.127.255,/17,1997.04.30
KR,210.110.128.0,210.110.255.255,/17,1997.04.30
KR,210.111.0.0,210.111.63.255,/18,1997.04.30
KR,210.111.112.0,210.111.127.255,/20,1997.04.30
KR,210.111.128.0,210.111.159.255,/19,1997.04.30
KR,210.111.160.0,210.111.191.255,/19,1997.04.30
KR,210.111.192.0,210.111.223.255,/19,1997.04.30
KR,210.111.224.0,210.111.255.255,/19,1997.04.30
KR,210.111.64.0,210.111.79.255,/20,1997.04.30
KR,210.111.80.0,210.111.95.255,/20,1997.04.30
KR,210.111.96.0,210.111.111.255,/20,1997.04.30
KR,210.112.0.0,210.112.127.255,/17,1997.04.30
KR,210.112.128.0,210.112.159.255,/19,1997.04.30
KR,210.112.160.0,210.112.175.255,/20,1997.04.30
KR,210.112.176.0,210.112.191.255,/20,1997.04.30
KR,210.112.192.0,210.112.223.255,/19,1997.04.30
KR,210.112.224.0,210.112.255.255,/19,1997.04.30
KR,210.113.0.0,210.113.255.255,/16,1997.04.30
KR,210.114.0.0,210.114.63.255,/18,1997.04.30
KR,210.114.104.0,210.114.111.255,/21,1997.04.30
KR,210.114.112.0,210.114.127.255,/20,1997.04.30
KR,210.114.128.0,210.114.159.255,/19,1997.04.30
KR,210.114.160.0,210.114.191.255,/19,1997.04.30
KR,210.114.192.0,210.114.207.255,/20,1997.04.30
KR,210.114.208.0,210.114.223.255,/20,1997.04.30
KR,210.114.224.0,210.114.255.255,/19,1997.04.30
KR,210.114.64.0,210.114.79.255,/20,1997.04.30
KR,210.114.80.0,210.114.87.255,/21,1997.04.30
KR,210.114.88.0,210.114.95.255,/21,1997.04.30
KR,210.114.96.0,210.114.103.255,/21,1997.04.30
KR,210.115.0.0,210.115.31.255,/19,1997.04.30
KR,210.115.128.0,210.115.159.255,/19,1997.04.30
KR,210.115.160.0,210.115.191.255,/19,1997.04.30
KR,210.115.192.0,210.115.223.255,/19,1997.04.30
KR,210.115.224.0,210.115.255.255,/19,1997.04.30
KR,210.115.32.0,210.115.63.255,/19,1997.04.30
KR,210.115.64.0,210.115.95.255,/19,1997.04.30
KR,210.115.96.0,210.115.127.255,/19,1997.04.30
KR,210.116.0.0,210.116.63.255,/18,1996.11.26
KR,210.116.128.0,210.116.255.255,/17,1996.11.26
KR,210.116.64.0,210.116.127.255,/18,1996.11.26
KR,210.117.0.0,210.117.127.255,/17,1996.11.26
KR,210.117.128.0,210.117.191.255,/18,1996.11.26
KR,210.117.192.0,210.117.255.255,/18,1996.11.26
KR,210.118.0.0,210.118.31.255,/19,1996.11.26
KR,210.118.128.0,210.118.255.255,/17,1996.11.26
KR,210.118.32.0,210.118.63.255,/19,1996.11.26
KR,210.118.64.0,210.118.127.255,/18,1996.11.26
KR,210.119.0.0,210.119.127.255,/17,1996.11.26
KR,210.119.128.0,210.119.191.255,/18,1996.11.26
KR,210.119.192.0,210.119.223.255,/19,1996.11.26
KR,210.119.224.0,210.119.239.255,/20,1996.11.26
KR,210.119.240.0,210.119.255.255,/20,1996.11.26
KR,210.121.0.0,210.121.127.255,/17,1996.11.26
KR,210.121.128.0,210.121.255.255,/17,1996.11.26
KR,210.122.0.0,210.122.255.255,/16,1996.11.26
KR,210.123.0.0,210.123.255.255,/16,1996.11.26
KR,210.125.0.0,210.125.15.255,/20,1996.07.18
KR,210.125.128.0,210.125.255.255,/17,1996.07.18
KR,210.125.16.0,210.125.31.255,/20,1996.07.18
KR,210.125.32.0,210.125.63.255,/19,1996.07.18
KR,210.125.64.0,210.125.127.255,/18,1996.07.18
KR,210.126.0.0,210.126.127.255,/17,1996.07.18
KR,210.126.128.0,210.126.255.255,/17,1996.07.18
KR,210.127.0.0,210.127.31.255,/19,1996.07.18
KR,210.127.128.0,210.127.255.255,/17,1996.07.18
KR,210.127.32.0,210.127.63.255,/19,1996.07.18
KR,210.127.64.0,210.127.127.255,/18,1996.07.18
KR,210.180.64.0,210.180.95.255,/19,1998.11.24
KR,210.180.96.0,210.180.127.255,/19,1998.11.24
KR,210.181.0.0,210.181.31.255,/19,1998.11.24
KR,210.181.128.0,210.181.191.255,/18,1998.11.24
KR,210.181.192.0,210.181.223.255,/19,1998.11.24
KR,210.181.224.0,210.181.255.255,/19,1998.11.24
KR,210.181.32.0,210.181.63.255,/19,1998.11.24
KR,210.181.64.0,210.181.127.255,/18,1998.11.24
KR,210.204.0.0,210.204.255.255,/16,1999.05.25
KR,210.205.0.0,210.205.63.255,/18,1999.05.25
KR,210.205.112.0,210.205.127.255,/20,1999.05.25
KR,210.205.128.0,210.205.191.255,/18,1999.05.25
KR,210.205.192.0,210.205.223.255,/19,1999.05.25
KR,210.205.224.0,210.205.239.255,/20,1999.05.25
KR,210.205.240.0,210.205.255.255,/20,1999.05.25
KR,210.205.64.0,210.205.95.255,/19,1999.05.25
KR,210.205.96.0,210.205.111.255,/20,1999.05.25
KR,210.206.0.0,210.207.255.255,/15,1999.05.25
KR,103.143.176.0,103.143.177.255,/23,2019.09.30
KR,103.186.170.0,103.186.171.255,/23,2022.04.21
KR,64.188.32.0,64.188.47.255,/20,2010.08.04
KR,103.131.164.0,103.131.167.255,/22,2018.10.22
KR,165.141.0.0,165.141.63.255,/18,1993.06.14
KR,165.141.112.0,165.141.127.255,/20,1993.06.14
KR,165.141.128.0,165.141.255.255,/17,1993.06.14
KR,165.141.64.0,165.141.95.255,/19,1993.06.14
KR,165.141.96.0,165.141.111.255,/20,1993.06.14
KR,103.144.30.0,103.144.31.255,/23,2019.10.14
KR,103.108.108.0,103.108.111.255,/22,2018.01.26
KR,103.143.32.0,103.143.33.255,/23,2019.09.13
KR,103.140.208.0,103.140.211.255,/22,2019.07.05
KR,103.117.0.0,103.117.3.255,/22,2018.06.11
KR,103.129.184.0,103.129.187.255,/22,2018.09.06
KR,103.109.64.0,103.109.67.255,/22,2018.02.09
KR,103.21.188.0,103.21.189.255,/23,2022.10.20
KR,103.21.190.0,103.21.191.255,/23,2022.10.20
KR,103.37.0.0,103.37.3.255,/22,2014.08.19
KR,43.240.236.0,43.240.239.255,/22,2014.08.19
KR,103.127.124.0,103.127.127.255,/22,2018.12.20
KR,103.126.64.0,103.126.67.255,/22,2018.11.28
KR,103.199.100.0,103.199.103.255,/22,2015.10.23
KR,103.48.132.0,103.48.135.255,/22,2015.01.22
KR,137.59.16.0,137.59.19.255,/22,2015.10.23
KR,43.229.112.0,43.229.115.255,/22,2015.01.22
KR,103.175.200.0,103.175.201.255,/23,2021.11.04
KR,206.219.0.0,206.219.63.255,/18,1995.09.18
KR,103.167.230.0,103.167.231.255,/23,2021.06.04
KR,103.39.16.0,103.39.19.255,/22,2014.09.15
KR,43.243.188.0,43.243.191.255,/22,2014.09.15
KR,103.162.180.0,103.162.181.255,/23,2021.02.09
KR,103.161.4.0,103.161.5.255,/23,2020.12.29
KR,180.189.52.0,180.189.55.255,/22,2009.09.17
KR,162.222.172.0,162.222.175.255,/22,2013.10.04
KR,103.159.160.0,103.159.161.255,/23,2020.12.03
KR,103.166.222.0,103.166.223.255,/23,2021.05.03
KR,103.157.158.0,103.157.159.255,/23,2020.10.21
KR,103.153.44.0,103.153.45.255,/23,2020.07.10
KR,103.164.78.0,103.164.79.255,/23,2021.03.16
KR,103.44.88.0,103.44.91.255,/22,2014.12.04
KR,43.225.124.0,43.225.127.255,/22,2014.12.04
KR,103.157.208.0,103.157.209.255,/23,2020.10.26
KR,103.156.22.0,103.156.23.255,/23,2020.09.20
KR,103.86.44.0,103.86.47.255,/22,2017.02.20
KR,103.150.62.0,103.150.63.255,/23,2020.04.09
KR,103.162.52.0,103.162.53.255,/23,2021.01.28
KR,103.150.204.0,103.150.205.255,/23,2020.04.23
KR,103.150.160.0,103.150.160.255,/24,2020.04.20
KR,103.150.162.0,103.150.163.255,/23,2020.04.20
KR,103.146.180.0,103.146.181.255,/23,2019.12.18
KR,211.188.104.0,211.188.111.255,/21,2000.05.26
KR,211.188.112.0,211.188.127.255,/20,2000.05.26
KR,211.188.96.0,211.188.103.255,/21,2000.05.26
KR,211.255.128.0,211.255.135.255,/21,2000.09.08
KR,211.255.136.0,211.255.143.255,/21,2000.09.08
KR,211.255.144.0,211.255.159.255,/20,2000.09.08
KR,223.255.192.0,223.255.199.255,/21,2010.08.02
KR,223.255.200.0,223.255.207.255,/21,2010.08.02
KR,103.145.214.0,103.145.215.255,/23,2019.11.29
KR,103.122.144.0,103.122.145.255,/23,2023.03.28
KR,59.150.0.0,59.150.7.255,/21,2004.11.08
KR,59.150.100.0,59.150.103.255,/22,2004.11.08
KR,59.150.104.0,59.150.107.255,/22,2004.11.08
KR,59.150.108.0,59.150.109.255,/23,2004.11.08
KR,59.150.110.0,59.150.111.255,/23,2004.11.08
KR,59.150.112.0,59.150.119.255,/21,2004.11.08
KR,59.150.12.0,59.150.12.255,/24,2004.11.08
